region,year,party_raw,votes,vote_share_pct,seats,vote_delta,vote_share_delta_pct,seats_delta,total_votes_cast,total_valid_votes,total_seats,invalid_votes_total,source_url,region_name,party_code,party_name,election_type,source_type,value
KU312,2012,National Coalition Party,118,14.8,3,-35,-2.6,0,800,795,17,5,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_312.html,Kyyjärvi,KOK,Kansallinen Kokoomus,municipal,official_html,118
KU312,2012,True Finns,31,3.9,0,31,3.9,0,800,795,17,5,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_312.html,Kyyjärvi,PS,Perussuomalaiset,municipal,official_html,31
KU312,2012,Social Democratic Party of Finland,19,2.4,0,-109,-12.2,-2,800,795,17,5,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_312.html,Kyyjärvi,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,19
KU312,2012,Left Alliance,31,3.9,0,31,3.9,0,800,795,17,5,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_312.html,Kyyjärvi,VAS,Vasemmistoliitto,municipal,official_html,31
KU316,2012,Center Party of Finland,722,32.0,9,-31,1.1,1,2276,2259,27,17,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_316.html,Kärkölä,KESK,Suomen Keskusta,municipal,official_html,722
KU316,2012,National Coalition Party,606,26.8,7,-176,-5.2,-2,2276,2259,27,17,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_316.html,Kärkölä,KOK,Kansallinen Kokoomus,municipal,official_html,606
KU316,2012,Pirate Party,17,0.8,0,17,0.8,0,2276,2259,27,17,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_316.html,Kärkölä,PP,Pirate Party,municipal,official_html,17
KU316,2012,True Finns,273,12.1,3,174,8.0,2,2276,2259,27,17,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_316.html,Kärkölä,PS,Perussuomalaiset,municipal,official_html,273
KU316,2012,Social Democratic Party of Finland,592,26.2,7,-102,-2.2,-1,2276,2259,27,17,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_316.html,Kärkölä,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,592
KU316,2012,Left Alliance,49,2.2,1,-26,-0.9,0,2276,2259,27,17,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_316.html,Kärkölä,VAS,Vasemmistoliitto,municipal,official_html,49
KU317,2012,Christian Democrats in Finland,29,2.2,1,1,0.2,0,1324,1317,21,7,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_317.html,Kärsämäki,KD,Suomen Kristillisdemokraatit,municipal,official_html,29
KU317,2012,Center Party of Finland,700,53.2,11,-108,-6.0,-1,1324,1317,21,7,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_317.html,Kärsämäki,KESK,Suomen Keskusta,municipal,official_html,700
KU317,2012,National Coalition Party,151,11.5,2,151,11.5,2,1324,1317,21,7,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_317.html,Kärsämäki,KOK,Kansallinen Kokoomus,municipal,official_html,151
KU317,2012,True Finns,437,33.2,7,437,33.2,7,1324,1317,21,7,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_317.html,Kärsämäki,PS,Perussuomalaiset,municipal,official_html,437
KU320,2012,Communist Workers Party - For Peace and Socialism,13,0.3,0,-34,-0.7,0,4381,4348,35,33,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_320.html,Kemijärvi,Communist Workers Party - For Peace and Socialism,Communist Workers Party - For Peace and Socialism,municipal,official_html,13
KU320,2012,Christian Democrats in Finland,213,4.9,1,-112,-2.1,-1,4381,4348,35,33,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_320.html,Kemijärvi,KD,Suomen Kristillisdemokraatit,municipal,official_html,213
KU320,2012,Center Party of Finland,1733,39.9,15,-328,-4.6,-2,4381,4348,35,33,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_320.html,Kemijärvi,KESK,Suomen Keskusta,municipal,official_html,1733
KU320,2012,National Coalition Party,523,12.0,4,85,2.6,1,4381,4348,35,33,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_320.html,Kemijärvi,KOK,Kansallinen Kokoomus,municipal,official_html,523
KU320,2012,Change 2011,5,0.1,0,5,0.1,0,4381,4348,35,33,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_320.html,Kemijärvi,OTHER,Change 2011,municipal,official_html,5
KU320,2012,True Finns,625,14.4,5,625,14.4,5,4381,4348,35,33,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_320.html,Kemijärvi,PS,Perussuomalaiset,municipal,official_html,625
KU320,2012,Social Democratic Party of Finland,459,10.6,4,20,1.1,1,4381,4348,35,33,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_320.html,Kemijärvi,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,459
KU320,2012,Sitoutumaton Mahdollisuus-yhteislista,183,4.2,1,183,4.2,1,4381,4348,35,33,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_320.html,Kemijärvi,Sitoutumaton Mahdollisuus-yhteislista,Sitoutumaton Mahdollisuus-yhteislista,municipal,official_html,183
KU320,2012,Left Alliance,594,13.7,5,-426,-8.3,-3,4381,4348,35,33,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_320.html,Kemijärvi,VAS,Vasemmistoliitto,municipal,official_html,594
KU322,2012,Fri samverkan gemensam lista / Vapaa yhteistoiminta yhteislista,926,22.9,7,926,22.9,7,4055,4037,27,18,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_322.html,Kemiönsaari,Fri samverkan gemensam lista / Vapaa yhteistoiminta yhteislista,Fri samverkan gemensam lista / Vapaa yhteistoiminta yhteislista,municipal,official_html,926
KU322,2012,Christian Democrats in Finland,30,0.7,0,-14,-0.3,0,4055,4037,27,18,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_322.html,Kemiönsaari,KD,Suomen Kristillisdemokraatit,municipal,official_html,30
KU322,2012,Center Party of Finland,251,6.2,1,-77,-1.7,-1,4055,4037,27,18,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_322.html,Kemiönsaari,KESK,Suomen Keskusta,municipal,official_html,251
KU322,2012,National Coalition Party,101,2.5,0,-55,-1.2,-1,4055,4037,27,18,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_322.html,Kemiönsaari,KOK,Kansallinen Kokoomus,municipal,official_html,101
KU322,2012,True Finns,70,1.7,0,70,1.7,0,4055,4037,27,18,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_322.html,Kemiönsaari,PS,Perussuomalaiset,municipal,official_html,70
KU322,2012,Social Democratic Party of Finland,566,14.0,4,-540,-12.5,-3,4055,4037,27,18,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_322.html,Kemiönsaari,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,566
KU322,2012,Swedish People's Party in Finland,1671,41.4,13,-551,-11.9,-2,4055,4037,27,18,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_322.html,Kemiönsaari,Swedish People's Party in Finland,Swedish People's Party in Finland,municipal,official_html,1671
KU322,2012,Left Alliance,255,6.3,1,-38,-0.7,-1,4055,4037,27,18,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_322.html,Kemiönsaari,VAS,Vasemmistoliitto,municipal,official_html,255
KU322,2012,Green League,167,4.1,1,167,4.1,1,4055,4037,27,18,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_322.html,Kemiönsaari,VIHR,Vihreä liitto,municipal,official_html,167
KU398,2012,Communist Party of Finland,190,0.4,0,-264,-0.6,0,44718,44482,59,236,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_398.html,Lahti,Communist Party of Finland,Communist Party of Finland,municipal,official_html,190
KU398,2012,Constituency association Jarmo Lahtinen,18,0.0,0,18,0.0,0,44718,44482,59,236,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_398.html,Lahti,Constituency association Jarmo Lahtinen,Constituency association Jarmo Lahtinen,municipal,official_html,18
KU398,2012,Independence Party,34,0.1,0,4,0.0,0,44718,44482,59,236,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_398.html,Lahti,IND,Independence Party,municipal,official_html,34
KU398,2012,Christian Democrats in Finland,3357,7.5,4,118,0.3,0,44718,44482,59,236,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_398.html,Lahti,KD,Suomen Kristillisdemokraatit,municipal,official_html,3357
KU398,2012,Center Party of Finland,2098,4.7,2,-262,-0.6,-1,44718,44482,59,236,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_398.html,Lahti,KESK,Suomen Keskusta,municipal,official_html,2098
KU398,2012,National Coalition Party,13205,29.7,18,-980,-2.0,-2,44718,44482,59,236,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_398.html,Lahti,KOK,Kansallinen Kokoomus,municipal,official_html,13205
KU398,2012,Change 2011,33,0.1,0,33,0.1,0,44718,44482,59,236,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_398.html,Lahti,OTHER,Change 2011,municipal,official_html,33
KU398,2012,Pirate Party,127,0.3,0,127,0.3,0,44718,44482,59,236,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_398.html,Lahti,PP,Pirate Party,municipal,official_html,127
KU398,2012,True Finns,6615,14.9,9,4105,9.3,6,44718,44482,59,236,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_398.html,Lahti,PS,Perussuomalaiset,municipal,official_html,6615
KU398,2012,Social Democratic Party of Finland,12764,28.7,18,-833,-1.7,-1,44718,44482,59,236,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_398.html,Lahti,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,12764
KU398,2012,Left Alliance,3706,8.3,5,-268,-0.5,0,44718,44482,59,236,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_398.html,Lahti,VAS,Vasemmistoliitto,municipal,official_html,3706
KU398,2012,Green League,2335,5.2,3,-956,-2.1,-1,44718,44482,59,236,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_398.html,Lahti,VIHR,Vihreä liitto,municipal,official_html,2335
KU399,2012,Christian Democrats in Finland,131,3.4,2,28,0.7,1,3904,3890,27,14,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_399.html,Laihia,KD,Suomen Kristillisdemokraatit,municipal,official_html,131
KU399,2012,Center Party of Finland,1465,37.7,10,-126,-3.3,-1,3904,3890,27,14,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_399.html,Laihia,KESK,Suomen Keskusta,municipal,official_html,1465
KU399,2012,National Coalition Party,862,22.2,6,-94,-2.4,-1,3904,3890,27,14,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_399.html,Laihia,KOK,Kansallinen Kokoomus,municipal,official_html,862
KU399,2012,True Finns,715,18.4,5,353,9.1,3,3904,3890,27,14,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_399.html,Laihia,PS,Perussuomalaiset,municipal,official_html,715
KU399,2012,Social Democratic Party of Finland,516,13.3,3,-91,-2.4,-1,3904,3890,27,14,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_399.html,Laihia,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,516
KU399,2012,Left Alliance,201,5.2,1,-66,-1.7,-1,3904,3890,27,14,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_399.html,Laihia,VAS,Vasemmistoliitto,municipal,official_html,201
KU400,2012,Christian Democrats in Finland,115,2.9,1,-5,0.0,0,4023,4003,35,20,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_400.html,Laitila,KD,Suomen Kristillisdemokraatit,municipal,official_html,115
KU400,2012,Center Party of Finland,1711,42.7,16,127,4.8,2,4023,4003,35,20,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_400.html,Laitila,KESK,Suomen Keskusta,municipal,official_html,1711
KU400,2012,National Coalition Party,675,16.9,6,-323,-7.0,-2,4023,4003,35,20,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_400.html,Laitila,KOK,Kansallinen Kokoomus,municipal,official_html,675
KU400,2012,True Finns,617,15.4,5,237,6.3,2,4023,4003,35,20,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_400.html,Laitila,PS,Perussuomalaiset,municipal,official_html,617
KU400,2012,Social Democratic Party of Finland,697,17.4,6,-106,-1.8,-1,4023,4003,35,20,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_400.html,Laitila,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,697
KU400,2012,Green League,188,4.7,1,5,0.3,0,4023,4003,35,20,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_400.html,Laitila,VIHR,Vihreä liitto,municipal,official_html,188
KU402,2012,Communist Party of Finland,26,0.5,0,11,0.2,0,4845,4818,35,27,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_402.html,Lapinlahti,Communist Party of Finland,Communist Party of Finland,municipal,official_html,26
KU402,2012,Christian Democrats in Finland,151,3.1,1,-33,-0.5,0,4845,4818,35,27,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_402.html,Lapinlahti,KD,Suomen Kristillisdemokraatit,municipal,official_html,151
KU402,2012,Center Party of Finland,1969,40.9,15,-291,-3.4,-8,4845,4818,35,27,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_402.html,Lapinlahti,KESK,Suomen Keskusta,municipal,official_html,1969
KU402,2012,National Coalition Party,456,9.5,3,-20,0.1,-1,4845,4818,35,27,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_402.html,Lapinlahti,KOK,Kansallinen Kokoomus,municipal,official_html,456
KU402,2012,Lapinlahti 2013 yhteislista,216,4.5,1,216,4.5,1,4845,4818,35,27,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_402.html,Lapinlahti,Lapinlahti 2013 yhteislista,Lapinlahti 2013 yhteislista,municipal,official_html,216
KU402,2012,True Finns,880,18.3,7,247,5.9,0,4845,4818,35,27,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_402.html,Lapinlahti,PS,Perussuomalaiset,municipal,official_html,880
KU402,2012,Social Democratic Party of Finland,505,10.5,4,-159,-2.5,-1,4845,4818,35,27,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_402.html,Lapinlahti,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,505
KU402,2012,Left Alliance,474,9.8,3,-238,-4.1,-4,4845,4818,35,27,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_402.html,Lapinlahti,VAS,Vasemmistoliitto,municipal,official_html,474
KU402,2012,Green League,141,2.9,1,-15,-0.1,0,4845,4818,35,27,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_402.html,Lapinlahti,VIHR,Vihreä liitto,municipal,official_html,141
KU403,2012,Christian Democrats in Finland,150,7.6,1,-87,-3.3,-1,1992,1984,21,8,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_403.html,Lappajärvi,KD,Suomen Kristillisdemokraatit,municipal,official_html,150
KU403,2012,Center Party of Finland,1247,62.9,15,-117,0.1,1,1992,1984,21,8,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_403.html,Lappajärvi,KESK,Suomen Keskusta,municipal,official_html,1247
KU403,2012,National Coalition Party,215,10.8,2,-4,0.8,0,1992,1984,21,8,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_403.html,Lappajärvi,KOK,Kansallinen Kokoomus,municipal,official_html,215
KU403,2012,True Finns,221,11.1,2,80,4.7,1,1992,1984,21,8,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_403.html,Lappajärvi,PS,Perussuomalaiset,municipal,official_html,221
KU403,2012,Social Democratic Party of Finland,151,7.6,1,-63,-2.2,-1,1992,1984,21,8,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_403.html,Lappajärvi,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,151
KU405,2012,Independence Party,80,0.3,0,23,0.1,0,31952,31775,59,177,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_405.html,Lappeenranta,IND,Independence Party,municipal,official_html,80
KU405,2012,Christian Democrats in Finland,1775,5.6,3,-788,-2.1,-2,31952,31775,59,177,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_405.html,Lappeenranta,KD,Suomen Kristillisdemokraatit,municipal,official_html,1775
KU405,2012,Center Party of Finland,6200,19.5,12,-1249,-3.0,-16,31952,31775,59,177,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_405.html,Lappeenranta,KESK,Suomen Keskusta,municipal,official_html,6200
KU405,2012,National Coalition Party,6691,21.1,13,-544,-0.8,-6,31952,31775,59,177,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_405.html,Lappeenranta,KOK,Kansallinen Kokoomus,municipal,official_html,6691
KU405,2012,Pirate Party,51,0.2,0,51,0.2,0,31952,31775,59,177,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_405.html,Lappeenranta,PP,Pirate Party,municipal,official_html,51
KU405,2012,True Finns,4547,14.3,9,3322,10.6,5,31952,31775,59,177,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_405.html,Lappeenranta,PS,Perussuomalaiset,municipal,official_html,4547
KU405,2012,Social Democratic Party of Finland,7191,22.6,14,-1784,-4.4,-6,31952,31775,59,177,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_405.html,Lappeenranta,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,7191
KU405,2012,Sitoutumaton kansalaisliike MyÃ¶-yhteislista,2910,9.2,5,2910,9.2,5,31952,31775,59,177,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_405.html,Lappeenranta,Sitoutumaton kansalaisliike MyÃ¶-yhteislista,Sitoutumaton kansalaisliike MyÃ¶-yhteislista,municipal,official_html,2910
KU405,2012,Left Alliance,461,1.5,0,-307,-0.9,-1,31952,31775,59,177,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_405.html,Lappeenranta,VAS,Vasemmistoliitto,municipal,official_html,461
KU405,2012,Green League,1869,5.9,3,141,0.7,-1,31952,31775,59,177,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_405.html,Lappeenranta,VIHR,Vihreä liitto,municipal,official_html,1869
KU407,2012,Christian Democrats in Finland,19,1.3,0,19,1.3,0,1440,1435,21,5,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_407.html,Lapinjärvi,KD,Suomen Kristillisdemokraatit,municipal,official_html,19
KU407,2012,Center Party of Finland,392,27.3,6,-8,-0.3,0,1440,1435,21,5,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_407.html,Lapinjärvi,KESK,Suomen Keskusta,municipal,official_html,392
KU407,2012,National Coalition Party,126,8.8,2,-8,-0.5,0,1440,1435,21,5,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_407.html,Lapinjärvi,KOK,Kansallinen Kokoomus,municipal,official_html,126
KU407,2012,Social Democratic Party of Finland,228,15.9,3,-32,-2.1,-1,1440,1435,21,5,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_407.html,Lapinjärvi,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,228
KU407,2012,Swedish People's Party in Finland,541,37.7,9,-14,-0.6,1,1440,1435,21,5,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_407.html,Lapinjärvi,Swedish People's Party in Finland,Swedish People's Party in Finland,municipal,official_html,541
KU407,2012,Left Alliance,44,3.1,0,44,3.1,0,1440,1435,21,5,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_407.html,Lapinjärvi,VAS,Vasemmistoliitto,municipal,official_html,44
KU407,2012,Green League,85,5.9,1,-15,-1.0,0,1440,1435,21,5,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_407.html,Lapinjärvi,VIHR,Vihreä liitto,municipal,official_html,85
KU408,2012,Christian Democrats in Finland,602,8.0,3,116,1.6,1,7592,7567,35,25,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_408.html,Lapua,KD,Suomen Kristillisdemokraatit,municipal,official_html,602
KU408,2012,Center Party of Finland,2742,36.2,13,32,0.8,0,7592,7567,35,25,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_408.html,Lapua,KESK,Suomen Keskusta,municipal,official_html,2742
KU408,2012,National Coalition Party,2317,30.6,11,-359,-4.4,-2,7592,7567,35,25,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_408.html,Lapua,KOK,Kansallinen Kokoomus,municipal,official_html,2317
KU408,2012,Labour Party of Finland,2,0.0,0,2,0.0,0,7592,7567,35,25,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_408.html,Lapua,Labour Party of Finland,Labour Party of Finland,municipal,official_html,2
KU408,2012,True Finns,956,12.6,4,192,2.6,1,7592,7567,35,25,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_408.html,Lapua,PS,Perussuomalaiset,municipal,official_html,956
KU408,2012,Social Democratic Party of Finland,604,8.0,3,-112,-1.4,0,7592,7567,35,25,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_408.html,Lapua,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,604
KU408,2012,Left Alliance,257,3.4,1,-35,-0.4,0,7592,7567,35,25,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_408.html,Lapua,VAS,Vasemmistoliitto,municipal,official_html,257
KU408,2012,Green League,87,1.1,0,87,1.1,0,7592,7567,35,25,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_408.html,Lapua,VIHR,Vihreä liitto,municipal,official_html,87
KU410,2012,Christian Democrats in Finland,361,4.6,2,-26,-0.3,0,7991,7934,43,57,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_410.html,Laukaa,KD,Suomen Kristillisdemokraatit,municipal,official_html,361
KU410,2012,Center Party of Finland,2238,28.2,13,-577,-7.0,-3,7991,7934,43,57,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_410.html,Laukaa,KESK,Suomen Keskusta,municipal,official_html,2238
KU410,2012,National Coalition Party,1334,16.8,7,-14,-0.0,0,7991,7934,43,57,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_410.html,Laukaa,KOK,Kansallinen Kokoomus,municipal,official_html,1334
KU410,2012,True Finns,1127,14.2,6,656,8.3,4,7991,7934,43,57,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_410.html,Laukaa,PS,Perussuomalaiset,municipal,official_html,1127
KU410,2012,Social Democratic Party of Finland,1610,20.3,9,-2,0.1,0,7991,7934,43,57,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_410.html,Laukaa,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,1610
KU410,2012,Left Alliance,643,8.1,3,-264,-3.2,-2,7991,7934,43,57,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_410.html,Laukaa,VAS,Vasemmistoliitto,municipal,official_html,643
KU410,2012,Green League,621,7.8,3,158,2.0,1,7991,7934,43,57,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_410.html,Laukaa,VIHR,Vihreä liitto,municipal,official_html,621
KU416,2012,Constituency association Jouni Veikko Punkka,24,1.5,0,24,1.5,0,1562,1554,21,8,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_416.html,Lemi,Constituency association Jouni Veikko Punkka,Constituency association Jouni Veikko Punkka,municipal,official_html,24
