region,year,party_raw,votes,vote_share_pct,seats,vote_delta,vote_share_delta_pct,seats_delta,total_votes_cast,total_valid_votes,total_seats,invalid_votes_total,source_url,region_name,party_code,party_name,election_type,source_type,value
KU317,2025,The Finns Party,186,17.3,4,-96,-7.2,-1,1091,1074,21,17,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_317.html,Kärsämäki,The Finns Party,The Finns Party,municipal,official_html,186
KU317,2025,The Left Alliance,17,1.6,0,-9,-0.7,0,1091,1074,21,17,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_317.html,Kärsämäki,The Left Alliance,The Left Alliance,municipal,official_html,17
KU320,2025,Centre Party of Finland,810,24.5,7,-113,-4.1,-1,3352,3309,27,43,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_320.html,Kemijärvi,Centre Party of Finland,Centre Party of Finland,municipal,official_html,810
KU320,2025,Christian Democrats in Finland,212,6.4,2,44,1.2,1,3352,3309,27,43,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_320.html,Kemijärvi,KD,Suomen Kristillisdemokraatit,municipal,official_html,212
KU320,2025,National Coalition Party,287,8.7,2,-156,-5.1,-2,3352,3309,27,43,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_320.html,Kemijärvi,KOK,Kansallinen Kokoomus,municipal,official_html,287
KU320,2025,Sitoutumaton mahdollisuus -yhteislista,87,2.6,0,87,2.6,0,3352,3309,27,43,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_320.html,Kemijärvi,Sitoutumaton mahdollisuus -yhteislista,Sitoutumaton mahdollisuus -yhteislista,municipal,official_html,87
KU320,2025,The Communist Party of Finland,2,0.1,0,2,0.1,0,3352,3309,27,43,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_320.html,Kemijärvi,The Communist Party of Finland,The Communist Party of Finland,municipal,official_html,2
KU320,2025,The Finnish Social Democratic Party,317,9.6,3,-64,-2.2,0,3352,3309,27,43,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_320.html,Kemijärvi,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,317
KU320,2025,The Finns Party,463,14.0,4,-55,-2.1,-1,3352,3309,27,43,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_320.html,Kemijärvi,The Finns Party,The Finns Party,municipal,official_html,463
KU320,2025,The Greens,58,1.8,0,16,0.5,0,3352,3309,27,43,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_320.html,Kemijärvi,The Greens,The Greens,municipal,official_html,58
KU320,2025,The Left Alliance,358,10.8,3,-30,-1.2,0,3352,3309,27,43,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_320.html,Kemijärvi,The Left Alliance,The Left Alliance,municipal,official_html,358
KU320,2025,Yhteinen KemijÃ¤rvi -yhteislista,715,21.6,6,715,21.6,6,3352,3309,27,43,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_320.html,Kemijärvi,Yhteinen KemijÃ¤rvi -yhteislista,Yhteinen KemijÃ¤rvi -yhteislista,municipal,official_html,715
KU322,2025,Centre Party of Finland,328,10.4,3,73,2.7,1,3186,3146,27,40,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_322.html,Kemiönsaari,Centre Party of Finland,Centre Party of Finland,municipal,official_html,328
KU322,2025,Constituency association Janne Salonen,94,3.0,0,94,3.0,0,3186,3146,27,40,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_322.html,Kemiönsaari,Constituency association Janne Salonen,Constituency association Janne Salonen,municipal,official_html,94
KU322,2025,Fri Samverkan gemensamma listan - Vapaa Yhteistoiminta yhteislista,236,7.5,2,236,7.5,2,3186,3146,27,40,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_322.html,Kemiönsaari,Fri Samverkan gemensamma listan - Vapaa Yhteistoiminta yhteislista,Fri Samverkan gemensamma listan - Vapaa Yhteistoiminta yhteislista,municipal,official_html,236
KU322,2025,Christian Democrats in Finland,19,0.6,0,6,0.2,0,3186,3146,27,40,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_322.html,Kemiönsaari,KD,Suomen Kristillisdemokraatit,municipal,official_html,19
KU322,2025,National Coalition Party,44,1.4,0,-22,-0.6,0,3186,3146,27,40,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_322.html,Kemiönsaari,KOK,Kansallinen Kokoomus,municipal,official_html,44
KU322,2025,The Finnish Social Democratic Party,535,17.0,5,5,1.0,0,3186,3146,27,40,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_322.html,Kemiönsaari,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,535
KU322,2025,The Finns Party,79,2.5,0,-33,-0.9,-1,3186,3146,27,40,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_322.html,Kemiönsaari,The Finns Party,The Finns Party,municipal,official_html,79
KU322,2025,The Greens,68,2.2,0,-85,-2.5,-1,3186,3146,27,40,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_322.html,Kemiönsaari,The Greens,The Greens,municipal,official_html,68
KU322,2025,The Left Alliance,549,17.5,5,260,8.7,3,3186,3146,27,40,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_322.html,Kemiönsaari,The Left Alliance,The Left Alliance,municipal,official_html,549
KU322,2025,The Swedish People's Party of Finland,1194,38.0,12,-238,-5.3,-1,3186,3146,27,40,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_322.html,Kemiönsaari,The Swedish People's Party of Finland,The Swedish People's Party of Finland,municipal,official_html,1194
KU398,2025,Centre Party of Finland,2157,4.5,3,-889,-1.6,-1,49304,48375,59,929,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_398.html,Lahti,Centre Party of Finland,Centre Party of Finland,municipal,official_html,2157
KU398,2025,Constituency association Viivi RantajÃ¤Ã¤skÃ¶,32,0.1,0,32,0.1,0,49304,48375,59,929,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_398.html,Lahti,Constituency association Viivi RantajÃ¤Ã¤skÃ¶,Constituency association Viivi RantajÃ¤Ã¤skÃ¶,municipal,official_html,32
KU398,2025,Christian Democrats in Finland,3300,6.8,4,225,0.7,1,49304,48375,59,929,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_398.html,Lahti,KD,Suomen Kristillisdemokraatit,municipal,official_html,3300
KU398,2025,National Coalition Party,11975,24.8,15,998,3.0,2,49304,48375,59,929,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_398.html,Lahti,KOK,Kansallinen Kokoomus,municipal,official_html,11975
KU398,2025,Movement Now,145,0.3,0,-254,-0.5,0,49304,48375,59,929,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_398.html,Lahti,Movement Now,Movement Now,municipal,official_html,145
KU398,2025,Pro Lahti yhteislista,3894,8.0,5,3894,8.0,5,49304,48375,59,929,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_398.html,Lahti,Pro Lahti yhteislista,Pro Lahti yhteislista,municipal,official_html,3894
KU398,2025,The Finnish Social Democratic Party,15389,31.8,20,2840,6.9,4,49304,48375,59,929,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_398.html,Lahti,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,15389
KU398,2025,The Finns Party,3643,7.5,4,-4800,-9.2,-6,49304,48375,59,929,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_398.html,Lahti,The Finns Party,The Finns Party,municipal,official_html,3643
KU398,2025,The Greens,3777,7.8,4,-217,-0.1,-1,49304,48375,59,929,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_398.html,Lahti,The Greens,The Greens,municipal,official_html,3777
KU398,2025,The Left Alliance,3782,7.8,4,1250,2.8,1,49304,48375,59,929,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_398.html,Lahti,The Left Alliance,The Left Alliance,municipal,official_html,3782
KU398,2025,The Liberal Party - Freedom to choose,113,0.2,0,113,0.2,0,49304,48375,59,929,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_398.html,Lahti,The Liberal Party - Freedom to choose,The Liberal Party - Freedom to choose,municipal,official_html,113
KU398,2025,The Swedish People's Party of Finland,168,0.3,0,-187,-0.4,0,49304,48375,59,929,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_398.html,Lahti,The Swedish People's Party of Finland,The Swedish People's Party of Finland,municipal,official_html,168
KU399,2025,Centre Party of Finland,1176,34.4,10,15,1.6,0,3465,3422,27,43,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_399.html,Laihia,Centre Party of Finland,Centre Party of Finland,municipal,official_html,1176
KU399,2025,Constituency association Miska Autiorinne,53,1.5,0,53,1.5,0,3465,3422,27,43,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_399.html,Laihia,Constituency association Miska Autiorinne,Constituency association Miska Autiorinne,municipal,official_html,53
KU399,2025,Christian Democrats in Finland,41,1.2,0,-21,-0.6,0,3465,3422,27,43,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_399.html,Laihia,KD,Suomen Kristillisdemokraatit,municipal,official_html,41
KU399,2025,National Coalition Party,1118,32.7,9,208,7.0,2,3465,3422,27,43,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_399.html,Laihia,KOK,Kansallinen Kokoomus,municipal,official_html,1118
KU399,2025,Movement Now,13,0.4,0,13,0.4,0,3465,3422,27,43,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_399.html,Laihia,Movement Now,Movement Now,municipal,official_html,13
KU399,2025,The Finnish Social Democratic Party,499,14.6,4,144,4.6,1,3465,3422,27,43,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_399.html,Laihia,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,499
KU399,2025,The Finns Party,226,6.6,2,-592,-16.5,-4,3465,3422,27,43,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_399.html,Laihia,The Finns Party,The Finns Party,municipal,official_html,226
KU399,2025,The Greens,119,3.5,1,119,3.5,1,3465,3422,27,43,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_399.html,Laihia,The Greens,The Greens,municipal,official_html,119
KU399,2025,The Left Alliance,177,5.2,1,-58,-1.5,0,3465,3422,27,43,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_399.html,Laihia,The Left Alliance,The Left Alliance,municipal,official_html,177
KU400,2025,Centre Party of Finland,1511,45.4,15,64,3.1,0,3377,3328,31,49,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_400.html,Laitila,Centre Party of Finland,Centre Party of Finland,municipal,official_html,1511
KU400,2025,Christian Democrats in Finland,168,5.0,2,28,1.0,1,3377,3328,31,49,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_400.html,Laitila,KD,Suomen Kristillisdemokraatit,municipal,official_html,168
KU400,2025,National Coalition Party,608,18.3,6,218,6.9,2,3377,3328,31,49,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_400.html,Laitila,KOK,Kansallinen Kokoomus,municipal,official_html,608
KU400,2025,Laitilan puolesta yhteislista,245,7.4,2,245,7.4,2,3377,3328,31,49,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_400.html,Laitila,Laitilan puolesta yhteislista,Laitilan puolesta yhteislista,municipal,official_html,245
KU400,2025,The Finnish Social Democratic Party,477,14.3,4,26,1.1,0,3377,3328,31,49,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_400.html,Laitila,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,477
KU400,2025,The Finns Party,187,5.6,1,-83,-2.3,-1,3377,3328,31,49,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_400.html,Laitila,The Finns Party,The Finns Party,municipal,official_html,187
KU400,2025,The Greens,102,3.1,1,21,0.7,1,3377,3328,31,49,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_400.html,Laitila,The Greens,The Greens,municipal,official_html,102
KU400,2025,The Left Alliance,30,0.9,0,30,0.9,0,3377,3328,31,49,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_400.html,Laitila,The Left Alliance,The Left Alliance,municipal,official_html,30
KU402,2025,Centre Party of Finland,1564,42.7,14,154,4.9,2,3719,3666,31,53,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_402.html,Lapinlahti,Centre Party of Finland,Centre Party of Finland,municipal,official_html,1564
KU402,2025,Christian Democrats in Finland,327,8.9,3,-139,-3.5,-1,3719,3666,31,53,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_402.html,Lapinlahti,KD,Suomen Kristillisdemokraatit,municipal,official_html,327
KU402,2025,National Coalition Party,211,5.8,2,-74,-1.9,0,3719,3666,31,53,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_402.html,Lapinlahti,KOK,Kansallinen Kokoomus,municipal,official_html,211
KU402,2025,MeidÃ¤n Lapinlahti yhteislista,280,7.6,2,280,7.6,2,3719,3666,31,53,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_402.html,Lapinlahti,MeidÃ¤n Lapinlahti yhteislista,MeidÃ¤n Lapinlahti yhteislista,municipal,official_html,280
KU402,2025,The Finnish Social Democratic Party,415,11.3,3,102,2.9,1,3719,3666,31,53,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_402.html,Lapinlahti,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,415
KU402,2025,The Finns Party,448,12.2,4,-350,-9.1,-3,3719,3666,31,53,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_402.html,Lapinlahti,The Finns Party,The Finns Party,municipal,official_html,448
KU402,2025,The Greens,128,3.5,1,19,0.6,0,3719,3666,31,53,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_402.html,Lapinlahti,The Greens,The Greens,municipal,official_html,128
KU402,2025,The Left Alliance,293,8.0,2,-64,-1.6,-1,3719,3666,31,53,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_402.html,Lapinlahti,The Left Alliance,The Left Alliance,municipal,official_html,293
KU403,2025,Centre Party of Finland,766,60.5,13,-45,5.6,2,1284,1266,19,18,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_403.html,Lappajärvi,Centre Party of Finland,Centre Party of Finland,municipal,official_html,766
KU403,2025,Crystal Party,31,2.4,0,31,2.4,0,1284,1266,19,18,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_403.html,Lappajärvi,Crystal Party,Crystal Party,municipal,official_html,31
KU403,2025,Christian Democrats in Finland,81,6.4,1,-52,-2.6,0,1284,1266,19,18,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_403.html,Lappajärvi,KD,Suomen Kristillisdemokraatit,municipal,official_html,81
KU403,2025,National Coalition Party,69,5.5,1,-45,-2.3,0,1284,1266,19,18,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_403.html,Lappajärvi,KOK,Kansallinen Kokoomus,municipal,official_html,69
KU403,2025,The Finnish Social Democratic Party,96,7.6,1,26,2.8,0,1284,1266,19,18,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_403.html,Lappajärvi,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,96
KU403,2025,The Finns Party,223,17.6,3,-126,-6.0,-2,1284,1266,19,18,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_403.html,Lappajärvi,The Finns Party,The Finns Party,municipal,official_html,223
KU405,2025,Centre Party of Finland,5300,18.3,9,298,1.4,0,29536,29012,51,524,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_405.html,Lappeenranta,Centre Party of Finland,Centre Party of Finland,municipal,official_html,5300
KU405,2025,Christian Democrats in Finland,859,3.0,1,-344,-1.1,-1,29536,29012,51,524,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_405.html,Lappeenranta,KD,Suomen Kristillisdemokraatit,municipal,official_html,859
KU405,2025,National Coalition Party,7137,24.6,13,18,0.5,0,29536,29012,51,524,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_405.html,Lappeenranta,KOK,Kansallinen Kokoomus,municipal,official_html,7137
KU405,2025,The Finnish Social Democratic Party,9162,31.6,17,2217,8.1,5,29536,29012,51,524,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_405.html,Lappeenranta,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,9162
KU405,2025,The Finns Party,2045,7.0,3,-2823,-9.4,-6,29536,29012,51,524,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_405.html,Lappeenranta,The Finns Party,The Finns Party,municipal,official_html,2045
KU405,2025,The Greens,2739,9.4,5,-479,-1.4,0,29536,29012,51,524,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_405.html,Lappeenranta,The Greens,The Greens,municipal,official_html,2739
KU405,2025,The Left Alliance,1717,5.9,3,978,3.4,2,29536,29012,51,524,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_405.html,Lappeenranta,The Left Alliance,The Left Alliance,municipal,official_html,1717
KU405,2025,The Liberal Party - Freedom to choose,53,0.2,0,53,0.2,0,29536,29012,51,524,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_405.html,Lappeenranta,The Liberal Party - Freedom to choose,The Liberal Party - Freedom to choose,municipal,official_html,53
KU407,2025,Centre Party of Finland,220,21.3,5,29,5.0,1,1062,1032,21,30,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_407.html,Lapinjärvi,Centre Party of Finland,Centre Party of Finland,municipal,official_html,220
KU407,2025,National Coalition Party,147,14.2,3,-41,-1.8,0,1062,1032,21,30,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_407.html,Lapinjärvi,KOK,Kansallinen Kokoomus,municipal,official_html,147
KU407,2025,The Communist Party of Finland,4,0.4,0,-7,-0.6,0,1062,1032,21,30,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_407.html,Lapinjärvi,The Communist Party of Finland,The Communist Party of Finland,municipal,official_html,4
KU407,2025,The Finnish Social Democratic Party,170,16.5,3,1,2.1,0,1062,1032,21,30,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_407.html,Lapinjärvi,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,170
KU407,2025,The Finns Party,81,7.8,1,-32,-1.8,-1,1062,1032,21,30,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_407.html,Lapinjärvi,The Finns Party,The Finns Party,municipal,official_html,81
KU407,2025,The Swedish People's Party of Finland,410,39.7,9,3,5.0,1,1062,1032,21,30,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_407.html,Lapinjärvi,The Swedish People's Party of Finland,The Swedish People's Party of Finland,municipal,official_html,410
KU408,2025,Centre Party of Finland,2312,37.1,14,-54,0.3,0,6307,6238,35,69,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_408.html,Lapua,Centre Party of Finland,Centre Party of Finland,municipal,official_html,2312
KU408,2025,Christian Democrats in Finland,399,6.4,2,-129,-1.8,-1,6307,6238,35,69,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_408.html,Lapua,KD,Suomen Kristillisdemokraatit,municipal,official_html,399
KU408,2025,National Coalition Party,1985,31.8,12,39,1.6,1,6307,6238,35,69,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_408.html,Lapua,KOK,Kansallinen Kokoomus,municipal,official_html,1985
KU408,2025,Movement Now,295,4.7,1,295,4.7,1,6307,6238,35,69,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_408.html,Lapua,Movement Now,Movement Now,municipal,official_html,295
KU408,2025,The Finnish Social Democratic Party,491,7.9,3,15,0.5,1,6307,6238,35,69,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_408.html,Lapua,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,491
KU408,2025,The Finns Party,504,8.1,3,-377,-5.6,-2,6307,6238,35,69,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_408.html,Lapua,The Finns Party,The Finns Party,municipal,official_html,504
KU408,2025,The Greens,152,2.4,0,64,1.1,0,6307,6238,35,69,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_408.html,Lapua,The Greens,The Greens,municipal,official_html,152
KU408,2025,The Left Alliance,100,1.6,0,-55,-0.8,0,6307,6238,35,69,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_408.html,Lapua,The Left Alliance,The Left Alliance,municipal,official_html,100
KU410,2025,Centre Party of Finland,2374,32.3,12,289,3.5,-1,7514,7358,35,156,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_410.html,Laukaa,Centre Party of Finland,Centre Party of Finland,municipal,official_html,2374
KU410,2025,Christian Democrats in Finland,272,3.7,1,-106,-1.5,-1,7514,7358,35,156,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_410.html,Laukaa,KD,Suomen Kristillisdemokraatit,municipal,official_html,272
KU410,2025,National Coalition Party,811,11.0,4,43,0.4,0,7514,7358,35,156,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_410.html,Laukaa,KOK,Kansallinen Kokoomus,municipal,official_html,811
KU410,2025,The Finnish Social Democratic Party,2178,29.6,11,567,7.4,1,7514,7358,35,156,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_410.html,Laukaa,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,2178
KU410,2025,The Finns Party,838,11.4,4,-528,-7.5,-4,7514,7358,35,156,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_410.html,Laukaa,The Finns Party,The Finns Party,municipal,official_html,838
KU410,2025,The Greens,549,7.5,2,38,0.4,-1,7514,7358,35,156,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_410.html,Laukaa,The Greens,The Greens,municipal,official_html,549
KU410,2025,The Left Alliance,319,4.3,1,-33,-0.5,-1,7514,7358,35,156,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_410.html,Laukaa,The Left Alliance,The Left Alliance,municipal,official_html,319
KU410,2025,Valta kuuluu kansalle,17,0.2,0,17,0.2,0,7514,7358,35,156,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_410.html,Laukaa,Valta kuuluu kansalle,Valta kuuluu kansalle,municipal,official_html,17
KU416,2025,Centre Party of Finland,403,30.3,7,-130,-9.2,-3,1368,1330,21,38,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_416.html,Lemi,Centre Party of Finland,Centre Party of Finland,municipal,official_html,403
KU416,2025,Christian Democrats in Finland,23,1.7,0,-16,-1.2,0,1368,1330,21,38,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_416.html,Lemi,KD,Suomen Kristillisdemokraatit,municipal,official_html,23
KU416,2025,National Coalition Party,515,38.7,8,229,17.5,3,1368,1330,21,38,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_416.html,Lemi,KOK,Kansallinen Kokoomus,municipal,official_html,515
KU416,2025,The Finnish Social Democratic Party,307,23.1,5,116,8.9,2,1368,1330,21,38,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_416.html,Lemi,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,307
KU416,2025,The Finns Party,82,6.2,1,-77,-5.6,-1,1368,1330,21,38,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_416.html,Lemi,The Finns Party,The Finns Party,municipal,official_html,82
KU418,2025,Centre Party of Finland,1857,17.2,8,487,3.8,2,10960,10796,43,164,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_418.html,Lempäälä,Centre Party of Finland,Centre Party of Finland,municipal,official_html,1857
KU418,2025,Christian Democrats in Finland,574,5.3,2,-193,-2.2,-1,10960,10796,43,164,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_418.html,Lempäälä,KD,Suomen Kristillisdemokraatit,municipal,official_html,574
KU418,2025,National Coalition Party,2973,27.5,12,-49,-2.1,-1,10960,10796,43,164,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_418.html,Lempäälä,KOK,Kansallinen Kokoomus,municipal,official_html,2973
KU418,2025,Movement Now,13,0.1,0,13,0.1,0,10960,10796,43,164,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_418.html,Lempäälä,Movement Now,Movement Now,municipal,official_html,13
KU418,2025,The Finnish Social Democratic Party,2381,22.1,10,471,3.3,2,10960,10796,43,164,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_418.html,Lempäälä,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,2381
KU418,2025,The Finns Party,1077,10.0,4,-517,-5.7,-3,10960,10796,43,164,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_418.html,Lempäälä,The Finns Party,The Finns Party,municipal,official_html,1077
KU418,2025,The Greens,1155,10.7,4,185,1.2,0,10960,10796,43,164,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_418.html,Lempäälä,The Greens,The Greens,municipal,official_html,1155
KU418,2025,The Left Alliance,766,7.1,3,285,2.4,1,10960,10796,43,164,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_418.html,Lempäälä,The Left Alliance,The Left Alliance,municipal,official_html,766
KU420,2025,Centre Party of Finland,1790,43.9,13,118,4.4,-2,4148,4082,27,66,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_420.html,Leppävirta,Centre Party of Finland,Centre Party of Finland,municipal,official_html,1790
KU420,2025,Christian Democrats in Finland,234,5.7,1,-57,-1.1,-1,4148,4082,27,66,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_420.html,Leppävirta,KD,Suomen Kristillisdemokraatit,municipal,official_html,234
KU420,2025,National Coalition Party,386,9.5,2,-109,-2.2,-2,4148,4082,27,66,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_420.html,Leppävirta,KOK,Kansallinen Kokoomus,municipal,official_html,386
KU420,2025,The Finnish Social Democratic Party,962,23.6,7,123,3.8,0,4148,4082,27,66,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_420.html,Leppävirta,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,962
KU420,2025,The Finns Party,297,7.3,2,-243,-5.5,-2,4148,4082,27,66,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_420.html,Leppävirta,The Finns Party,The Finns Party,municipal,official_html,297
KU420,2025,The Greens,59,1.4,0,59,1.4,0,4148,4082,27,66,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_420.html,Leppävirta,The Greens,The Greens,municipal,official_html,59
KU420,2025,The Left Alliance,347,8.5,2,-56,-1.0,-1,4148,4082,27,66,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_420.html,Leppävirta,The Left Alliance,The Left Alliance,municipal,official_html,347
KU420,2025,The Liberal Party - Freedom to choose,7,0.2,0,7,0.2,0,4148,4082,27,66,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_420.html,Leppävirta,The Liberal Party - Freedom to choose,The Liberal Party - Freedom to choose,municipal,official_html,7
KU421,2025,Centre Party of Finland,250,66.8,10,-11,3.2,-1,379,374,13,5,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_421.html,Lestijärvi,Centre Party of Finland,Centre Party of Finland,municipal,official_html,250
KU421,2025,The Finnish Social Democratic Party,30,8.0,1,-16,-3.2,0,379,374,13,5,https://tulospalvelu.vaalit.fi/KV-2025/en/kutulos_421.html,Lestijärvi,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,30
